Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,cluster,Sales_Level
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27.0,69,186,101.0,Online,0,High
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,69,228,118.0,Online,0,High
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,27.0,69,186,95.0,Online,0,High
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,29.0,69,200,108.0,Online,0,High
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47.0,69,324,146.0,Online,0,High
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Apparel,33.0,69,228,125.0,Online,0,High
Kohl's,1185732,6/8/2021,Northeast,New Jersey,Newark,Women's Street Footwear,38.0,69,262,139.0,Online,0,High
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Apparel,36.0,69,248,124.0,Online,0,High
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,42.0,69,290,101.0,Online,0,High
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.0,69,338,172.0,Online,0,High
Foot Locker,1185732,6/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,37.0,68,252,113.0,Online,0,High
Foot Locker,1185732,10/23/2021,South,Texas,Dallas,Men's Athletic Footwear,41.0,68,279,131.0,Online,0,High
Foot Locker,1185732,11/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,44.0,68,299,135.0,Online,0,High
Foot Locker,1185732,11/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,68,252,101.0,Online,0,High
Foot Locker,1185732,5/26/2021,Midwest,Nebraska,Omaha,Women's Apparel,32.0,68,218,133.0,Online,0,High
Sports Direct,1197831,8/11/2021,South,Alabama,Birmingham,Men's Apparel,38.0,68,258,124.0,Online,0,High
Amazon,1185732,10/17/2021,Northeast,Maine,Portland,Women's Apparel,38.0,68,258,134.0,Online,0,High
Amazon,1185732,12/23/2021,Northeast,Maine,Portland,Women's Street Footwear,41.0,68,279,139.0,Online,0,High
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Street Footwear,52.0,68,354,177.0,Online,0,High
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,53.0,68,360,144.0,Online,0,High
Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Men's Apparel,54.0,68,367,110.0,Online,0,High
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Apparel,52.0,68,354,113.0,Online,0,High
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,32.0,68,218,102.0,Online,0,High
West Gear,1128299,1/17/2021,West,Oregon,Portland,Women's Athletic Footwear,41.0,68,279,153.0,Online,0,High
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,47.0,68,320,147.0,Online,0,High
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Apparel,51.0,68,347,146.0,Online,0,High
Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,42.0,68,286,143.0,Online,0,High
Foot Locker,1185732,12/21/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,49.0,68,333,177.0,Online,0,High
Foot Locker,1185732,12/21/2021,Southeast,Kentucky,Louisville,Men's Apparel,54.0,68,367,173.0,Online,0,High
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,68,95,50.0,Online,0,High
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,23.0,68,156,70.0,Online,0,High
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Men's Apparel,32.0,68,218,104.0,Online,0,High
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,58.0,68,394,201.0,Online,0,High
Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,24.0,68,163,69.0,Online,0,High
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,49.0,68,333,177.0,Online,0,High
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19.0,68,129,58.0,Online,0,High
Foot Locker,1185732,2/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,14.0,68,95,51.0,Online,0,High
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's Apparel,20.0,68,136,72.0,Online,0,High
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,36.0,68,245,108.0,Online,0,High
West Gear,1185732,10/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33.0,68,224,108.0,Online,0,High
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,42.0,68,286,129.0,Online,0,High
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,36.0,68,245,127.0,Online,0,High
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,19.0,68,129,70.0,Online,0,High
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Men's Apparel,42.0,68,286,154.0,Online,0,High
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,49.0,68,333,180.0,Online,0,High
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,68,163,88.0,Online,0,High
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.0,68,231,109.0,Online,0,High
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,39.0,68,265,119.0,Online,0,High
Kohl's,1185732,4/7/2021,Northeast,New Jersey,Newark,Women's Apparel,33.0,68,224,121.0,Online,0,High
Kohl's,1185732,5/6/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,41.0,68,279,139.0,Online,0,High
Kohl's,1185732,5/6/2021,Northeast,New Jersey,Newark,Men's Apparel,47.0,68,320,131.0,Online,0,High
Sports Direct,1185732,10/8/2021,Northeast,New Jersey,Newark,Women's Apparel,62.0,68,422,223.0,Online,0,High
Sports Direct,1185732,11/7/2021,Northeast,New Jersey,Newark,Women's Street Footwear,48.0,68,326,166.0,Online,0,High
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,29.0,68,197,89.0,Online,0,High
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41.0,68,279,114.0,Online,0,High
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Apparel,60.0,68,408,180.0,Online,0,High
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,56.0,68,381,164.0,Online,0,High
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.0,68,258,114.0,Online,0,High
Sports Direct,1185732,2/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.0,68,218,83.0,Online,0,High
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,42.0,68,286,103.0,Online,0,High
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,53.0,68,360,141.0,Online,0,High
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,52.0,68,354,166.0,Online,0,High
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,49.0,68,333,157.0,Online,0,High
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.0,68,333,183.0,Online,0,High
Foot Locker,1185732,10/23/2021,South,Texas,Dallas,Men's Athletic Footwear,34.0,68,231,90.0,Outlet,0,High
Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35.0,68,238,76.0,Outlet,0,High
Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,43.0,68,292,123.0,Outlet,0,High
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Apparel,42.0,68,286,71.0,Outlet,0,High
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,32.0,68,218,91.0,Outlet,0,High
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,30.0,68,204,78.0,Outlet,0,High
West Gear,1128299,1/17/2021,West,Oregon,Portland,Men's Apparel,33.0,68,224,114.0,Outlet,0,High
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Apparel,35.0,68,238,81.0,Outlet,0,High
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,26.0,68,177,74.0,Outlet,0,High
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,38.0,68,258,96.0,Outlet,0,High
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,22.0,68,150,57.0,Outlet,0,High
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,32.0,68,218,98.0,Outlet,0,High
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,33.0,68,224,76.0,Outlet,0,High
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.0,68,258,98.0,Outlet,0,High
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,37.0,68,252,113.0,Outlet,0,High
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,36.0,68,245,110.0,Outlet,0,High
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,31.0,68,211,78.0,Outlet,0,High
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,34.0,68,231,83.0,Outlet,0,High
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,30.0,68,204,63.0,Outlet,0,High
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.0,68,252,88.0,Outlet,0,High
Amazon,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,51.0,68,347,121.0,Outlet,0,High
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Men's Apparel,36.0,68,245,95.0,Outlet,0,High
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,35.0,68,238,112.0,Outlet,0,High
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Apparel,48.0,68,326,121.0,Outlet,0,High
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,31.0,68,211,72.0,Outlet,0,High
Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,47.0,66,310,136.0,Outlet,0,High
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,43.0,66,284,187.0,Outlet,0,High
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,39.0,66,257,95.0,Outlet,0,High
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,39.0,66,257,90.0,Outlet,0,High
Sports Direct,1185732,10/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,47.0,66,310,136.0,Outlet,0,High
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,35.0,66,231,92.0,Outlet,0,High
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,66,264,98.0,Outlet,0,High
Foot Locker,1185732,6/23/2021,Midwest,Illinois,Chicago,Women's Apparel,49.0,65,319,191.0,Online,0,High
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,65,234,105.0,Online,0,High
Foot Locker,1185732,7/29/2021,Midwest,Illinois,Chicago,Women's Apparel,60.0,65,390,234.0,Online,0,High
Foot Locker,1185732,7/31/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,65,299,141.0,Online,0,High
Foot Locker,1185732,8/4/2021,Midwest,Illinois,Chicago,Women's Apparel,61.0,65,397,238.0,Online,0,High
Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,71.0,65,462,203.0,Online,0,High
Foot Locker,1185732,12/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.0,65,358,189.0,Online,0,High
West Gear,1128299,6/5/2020,West,Washington,Seattle,Men's Apparel,52.0,65,338,135.0,Online,0,High
Foot Locker,1185732,10/18/2020,Southeast,Florida,Miami,Men's Athletic Footwear,33.0,65,215,86.0,Online,0,High
Foot Locker,1185732,10/22/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,32.0,65,208,116.0,Online,0,High
Foot Locker,1185732,10/28/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,34.0,65,221,122.0,Online,0,High
Foot Locker,1185732,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,24.0,65,156,75.0,Online,0,High
Foot Locker,1185732,7/31/2021,Midwest,Nebraska,Omaha,Women's Apparel,54.0,65,351,218.0,Online,0,High
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,53.0,65,345,165.0,Online,0,High
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,52.0,65,338,169.0,Online,0,High
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Apparel,62.0,65,403,153.0,Online,0,High
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,54.0,65,351,154.0,Online,0,High
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,48.0,65,312,144.0,Online,0,High
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,47.0,65,306,144.0,Online,0,High
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,36.0,65,234,105.0,Online,0,High
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29.0,65,189,104.0,Online,0,High
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Athletic Footwear,49.0,65,319,153.0,Online,0,High
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Apparel,36.0,65,234,138.0,Online,0,High
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Apparel,56.0,65,364,153.0,Online,0,High
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Women's Apparel,42.0,65,273,139.0,Online,0,High
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,49.0,65,319,156.0,Online,0,High
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,33.0,65,215,114.0,Online,0,High
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Men's Apparel,32.0,65,208,96.0,Online,0,High
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,18.0,65,117,64.0,Online,0,High
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.0,65,150,72.0,Online,0,High
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Apparel,33.0,65,215,103.0,Online,0,High
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.0,65,150,75.0,Online,0,High
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Apparel,23.0,65,150,75.0,Online,0,High
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,32.0,65,208,102.0,Online,0,High
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,14.0,65,91,43.0,Online,0,High
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,36.0,65,234,94.0,Online,0,High
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,46.0,65,299,150.0,Online,0,High
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,61.0,65,397,198.0,Online,0,High
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,32.0,65,208,89.0,Online,0,High
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,60.0,65,390,199.0,Online,0,High
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,9.0,65,59,23.0,Online,0,High
West Gear,1185732,1/3/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,18.0,65,117,48.0,Online,0,High
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,14.0,65,91,46.0,Online,0,High
West Gear,1185732,9/4/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,29.0,65,189,85.0,Online,0,High
West Gear,1185732,10/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,46.0,65,299,152.0,Online,0,High
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,33.0,65,215,97.0,Online,0,High
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,65,208,114.0,Online,0,High
West Gear,1185732,2/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,48.0,65,312,165.0,Online,0,High
Foot Locker,1185732,12/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,46.0,65,299,150.0,Online,0,High
Foot Locker,1185732,12/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,45.0,65,293,137.0,Online,0,High
Foot Locker,1185732,2/15/2021,Northeast,Delaware,Wilmington,Men's Apparel,45.0,65,293,120.0,Online,0,High
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41.0,65,267,139.0,Online,0,High
Kohl's,1185732,6/8/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,39.0,65,254,137.0,Online,0,High
Kohl's,1185732,6/8/2021,Northeast,New Jersey,Newark,Men's Apparel,46.0,65,299,135.0,Online,0,High
Sports Direct,1185732,11/7/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,49.0,65,319,175.0,Online,0,High
Sports Direct,1185732,2/5/2021,Northeast,New Jersey,Newark,Women's Street Footwear,29.0,65,189,85.0,Online,0,High
Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,33.0,65,215,114.0,Online,0,High
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,39.0,65,254,139.0,Online,0,High
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,37.0,65,241,125.0,Online,0,High
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48.0,65,312,156.0,Online,0,High
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,41.0,65,267,93.0,Online,0,High
Amazon,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,66.0,65,429,189.0,Online,0,High
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,32.0,65,208,104.0,Online,0,High
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,46.0,65,299,141.0,Online,0,High
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Apparel,57.0,65,371,182.0,Online,0,High
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,48.0,64,307,166.0,Online,0,High
Foot Locker,1185732,11/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,39.0,64,250,67.0,Outlet,0,High
Foot Locker,1185732,12/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50.0,64,320,128.0,Outlet,0,High
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,28.0,64,179,73.0,Outlet,0,High
West Gear,1128299,2/24/2021,West,Oregon,Portland,Women's Athletic Footwear,29.0,64,186,76.0,Outlet,0,High
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,30.0,64,192,84.0,Outlet,0,High
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,20.0,64,128,46.0,Outlet,0,High
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,33.0,64,211,68.0,Outlet,0,High
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,41.0,64,262,118.0,Outlet,0,High
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Apparel,50.0,64,320,90.0,Outlet,0,High
Foot Locker,1185732,6/17/2021,Midwest,Illinois,Chicago,Women's Apparel,45.0,63,284,179.0,Online,0,High
Foot Locker,1185732,6/29/2021,Midwest,Illinois,Chicago,Women's Apparel,64.0,63,403,242.0,Online,0,High
Foot Locker,1185732,7/1/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,63,271,122.0,Online,0,High
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,37.0,63,233,117.0,Online,0,High
Foot Locker,1185732,11/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64.0,63,403,181.0,Online,0,High
Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47.0,63,296,124.0,Online,0,High
Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60.0,63,378,147.0,Online,0,High
Foot Locker,1185732,10/19/2020,Southeast,Florida,Miami,Women's Street Footwear,24.0,63,151,67.0,Online,0,High
Foot Locker,1185732,11/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.0,63,227,95.0,Online,0,High
Foot Locker,1185732,6/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,34.0,63,214,96.0,Online,0,High
Foot Locker,1185732,7/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,36.0,63,227,113.0,Online,0,High
Amazon,1185732,10/14/2021,South,Alabama,Birmingham,Women's Street Footwear,28.0,63,176,92.0,Online,0,High
Amazon,1185732,10/23/2021,Northeast,Maine,Portland,Women's Apparel,37.0,63,233,119.0,Online,0,High
