InvoiceDate,Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Sales_Level,month_year
22365,Sports Direct,South,Tennessee,Knoxville,Men's Apparel,39,69,269,126,Online,High,22281
22468,Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,44,69,304,182,Online,High,22281
22359,Amazon,West,Alaska,Anchorage,Women's Street Footwear,41,69,283,105,Online,High,22281
22420,Amazon,West,Alaska,Anchorage,Men's Apparel,62,69,428,163,Online,High,22281
22348,Foot Locker,West,Hawaii,Honolulu,Women's Athletic Footwear,52,69,359,129,Online,High,22281
22394,Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,59,69,407,195,Online,High,22281
22425,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,47,69,324,162,Online,High,22281
22383,Sports Direct,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48,69,331,182,Online,High,22281
22482,Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,38,69,262,136,Online,High,22281
22358,West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,23,69,159,86,Online,High,22281
22542,West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,69,97,49,Online,High,22281
22505,Kohl's,Midwest,Kansas,Wichita,Men's Apparel,47,69,324,162,Online,High,22281
22320,Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,23,69,159,81,Online,High,22281
22407,Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,46,69,317,165,Online,High,22281
22587,West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33,69,228,96,Online,High,22281
22355,West Gear,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27,69,186,101,Online,High,22281
22448,West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33,69,228,118,Online,High,22281
22326,Foot Locker,Northeast,Maryland,Baltimore,Women's Street Footwear,27,69,186,95,Online,High,22281
22352,Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,29,69,200,108,Online,High,22281
22413,Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47,69,324,146,Online,High,22281
22290,Kohl's,Northeast,Delaware,Wilmington,Women's Apparel,33,69,228,125,Online,High,22281
22439,Kohl's,Northeast,New Jersey,Newark,Women's Street Footwear,38,69,262,139,Online,High,22281
22374,Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,36,69,248,124,Online,High,22281
22506,Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,42,69,290,101,Online,High,22281
22356,Amazon,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49,69,338,172,Online,High,22281
22445,Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,37,68,252,113,Online,High,22281
22586,Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Apparel,44,68,299,135,Online,High,22281
22426,Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,32,68,218,133,Online,High,22281
22503,Sports Direct,South,Alabama,Birmingham,Men's Apparel,38,68,258,124,Online,High,22281
22513,Amazon,West,Alaska,Anchorage,Women's Athletic Footwear,53,68,360,144,Online,High,22281
22297,Sports Direct,West,Hawaii,Honolulu,Men's Apparel,54,68,367,110,Online,High,22281
22418,Walmart,Southeast,Florida,Orlando,Men's Apparel,52,68,354,113,Online,High,22281
22297,West Gear,West,Oregon,Portland,Women's Athletic Footwear,41,68,279,153,Online,High,22281
22361,Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,47,68,320,147,Online,High,22281
22454,Foot Locker,West,Arizona,Phoenix,Men's Apparel,51,68,347,146,Online,High,22281
22423,Amazon,Southeast,Kentucky,Louisville,Men's Athletic Footwear,42,68,286,143,Online,High,22281
22390,West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,68,95,50,Online,High,22281
22542,West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,23,68,156,70,Online,High,22281
22325,Kohl's,Midwest,Kansas,Wichita,Men's Apparel,32,68,218,104,Online,High,22281
22413,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Apparel,58,68,394,201,Online,High,22281
22320,Sports Direct,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,24,68,163,69,Online,High,22281
22379,Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,49,68,333,177,Online,High,22281
22286,Foot Locker,Midwest,North Dakota,Fargo,Women's Street Footwear,19,68,129,58,Online,High,22281
22317,Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,14,68,95,51,Online,High,22281
22344,Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,20,68,136,72,Online,High,22281
22466,Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,36,68,245,108,Online,High,22281
22556,West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33,68,224,108,Online,High,22281
22470,West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,42,68,286,129,Online,High,22281
22534,West Gear,Midwest,Indiana,Indianapolis,Women's Apparel,36,68,245,127,Online,High,22281
22387,West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,19,68,129,70,Online,High,22281
22418,West Gear,Northeast,West Virginia,Charleston,Men's Apparel,42,68,286,154,Online,High,22281
22509,West Gear,Northeast,West Virginia,Charleston,Men's Apparel,49,68,333,180,Online,High,22281
22541,West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,24,68,163,88,Online,High,22281
22304,Foot Locker,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34,68,231,109,Online,High,22281
22352,Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,39,68,265,119,Online,High,22281
22377,Kohl's,Northeast,New Jersey,Newark,Women's Apparel,33,68,224,121,Online,High,22281
22406,Kohl's,Northeast,New Jersey,Newark,Men's Athletic Footwear,41,68,279,139,Online,High,22281
22406,Kohl's,Northeast,New Jersey,Newark,Men's Apparel,47,68,320,131,Online,High,22281
22561,Sports Direct,Northeast,New Jersey,Newark,Women's Apparel,62,68,422,223,Online,High,22281
22591,Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,48,68,326,166,Online,High,22281
22342,Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,29,68,197,89,Online,High,22281
22496,Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41,68,279,114,Online,High,22281
22588,Foot Locker,Northeast,Connecticut,Hartford,Men's Apparel,60,68,408,180,Online,High,22281
22620,Sports Direct,Northeast,Rhode Island,Providence,Men's Apparel,56,68,381,164,Online,High,22281
22297,Sports Direct,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38,68,258,114,Online,High,22281
22326,Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,68,218,83,Online,High,22281
22446,Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,42,68,286,103,Online,High,22281
22474,Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,53,68,360,141,Online,High,22281
22294,Amazon,Northeast,Massachusetts,Boston,Men's Apparel,52,68,354,166,Online,High,22281
22503,Amazon,Northeast,Vermont,Burlington,Women's Athletic Footwear,49,68,333,157,Online,High,22281
22388,Amazon,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49,68,333,183,Online,High,22281
22418,Walmart,Southeast,Florida,Orlando,Men's Apparel,42,68,286,71,Outlet,High,22281
22394,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,32,68,218,91,Outlet,High,22281
22304,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,30,68,204,78,Outlet,High,22281
22297,West Gear,West,Oregon,Portland,Men's Apparel,33,68,224,114,Outlet,High,22281
22303,Foot Locker,West,Idaho,Boise,Men's Apparel,35,68,238,81,Outlet,High,22281
22334,Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,26,68,177,74,Outlet,High,22281
22361,Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,38,68,258,96,Outlet,High,22281
22342,Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,32,68,218,98,Outlet,High,22281
22467,Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,33,68,224,76,Outlet,High,22281
22561,Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38,68,258,98,Outlet,High,22281
22591,Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,37,68,252,113,Outlet,High,22281
22591,Sports Direct,Northeast,Rhode Island,Providence,Women's Athletic Footwear,36,68,245,110,Outlet,High,22281
22352,Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,31,68,211,78,Outlet,High,22281
22413,Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,34,68,231,83,Outlet,High,22281
22413,Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,30,68,204,63,Outlet,High,22281
22323,Amazon,Northeast,Vermont,Burlington,Men's Apparel,36,68,245,95,Outlet,High,22281
22381,Amazon,Northeast,Vermont,Burlington,Men's Athletic Footwear,35,68,238,112,Outlet,High,22281
22533,Amazon,Northeast,Vermont,Burlington,Men's Apparel,48,68,326,121,Outlet,High,22281
22330,Amazon,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,31,68,211,72,Outlet,High,22281
21944,West Gear,West,Nevada,Las Vegas,Men's Apparel,43,66,284,187,Outlet,High,21915
22316,Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,39,66,257,95,Outlet,High,22281
22439,Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,39,66,257,90,Outlet,High,22281
22561,Sports Direct,Northeast,Rhode Island,Providence,Women's Apparel,47,66,310,136,Outlet,High,22281
22533,Amazon,Northeast,Vermont,Burlington,Women's Athletic Footwear,35,66,231,92,Outlet,High,22281
22454,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,49,65,319,191,Online,High,22281
22469,Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,36,65,234,105,Online,High,22281
22490,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,60,65,390,234,Online,High,22281
22492,Foot Locker,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,65,299,141,Online,High,22281
22496,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,61,65,397,238,Online,High,22281
22071,West Gear,West,Washington,Seattle,Men's Apparel,52,65,338,135,Online,High,21915
22423,Foot Locker,South,Tennessee,Knoxville,Women's Street Footwear,24,65,156,75,Online,High,22281
22492,Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,54,65,351,218,Online,High,22281
22333,Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,53,65,345,165,Online,High,22281
22359,Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,52,65,338,169,Online,High,22281
22513,Amazon,West,Alaska,Anchorage,Men's Apparel,62,65,403,153,Online,High,22281
22541,Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,54,65,351,154,Online,High,22281
22362,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,48,65,312,144,Online,High,22281
22548,Foot Locker,Southeast,Virginia,Richmond,Women's Street Footwear,47,65,306,144,Online,High,22281
22388,Foot Locker,Midwest,Missouri,St. Louis,Men's Apparel,36,65,234,105,Online,High,22281
22419,Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,65,189,104,Online,High,22281
22362,West Gear,West,Oregon,Portland,Women's Athletic Footwear,49,65,319,153,Online,High,22281
22418,West Gear,South,Louisiana,New Orleans,Men's Apparel,36,65,234,138,Online,High,22281
22427,Kohl's,West,New Mexico,Albuquerque,Men's Apparel,56,65,364,153,Online,High,22281
22360,Amazon,Southeast,Kentucky,Louisville,Women's Apparel,42,65,273,139,Online,High,22281
22514,Amazon,Southeast,Kentucky,Louisville,Men's Apparel,49,65,319,156,Online,High,22281
22546,Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,33,65,215,114,Online,High,22281
22358,Walmart,South,Arkansas,Little Rock,Men's Apparel,32,65,208,96,Online,High,22281
22303,West Gear,South,Arkansas,Little Rock,Women's Athletic Footwear,18,65,117,64,Online,High,22281
22390,West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23,65,150,72,Online,High,22281
22296,Kohl's,South,Oklahoma,Oklahoma City,Men's Apparel,33,65,215,103,Online,High,22281
22325,Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23,65,150,75,Online,High,22281
22351,Kohl's,Midwest,Kansas,Wichita,Women's Apparel,23,65,150,75,Online,High,22281
22412,Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,32,65,208,102,Online,High,22281
22535,Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,14,65,91,43,Online,High,22281
22504,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,36,65,234,94,Online,High,22281
22536,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Apparel,46,65,299,150,Online,High,22281
22440,Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,32,65,208,89,Online,High,22281
22593,Foot Locker,Midwest,North Dakota,Fargo,Women's Apparel,60,65,390,199,Online,High,22281
22344,Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,9,65,59,23,Online,High,22281
22283,West Gear,Midwest,Iowa,Des Moines,Women's Street Footwear,18,65,117,48,Online,High,22281
22314,West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,14,65,91,46,Online,High,22281
22527,West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,29,65,189,85,Online,High,22281
22556,West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,46,65,299,152,Online,High,22281
22587,West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,33,65,215,97,Online,High,22281
22328,West Gear,Northeast,West Virginia,Charleston,Men's Apparel,48,65,312,165,Online,High,22281
22326,Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,45,65,293,120,Online,High,22281
22413,Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,65,267,139,Online,High,22281
22439,Kohl's,Northeast,New Jersey,Newark,Women's Athletic Footwear,39,65,254,137,Online,High,22281
22439,Kohl's,Northeast,New Jersey,Newark,Men's Apparel,46,65,299,135,Online,High,22281
22591,Sports Direct,Northeast,New Jersey,Newark,Women's Athletic Footwear,49,65,319,175,Online,High,22281
22316,Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,29,65,189,85,Online,High,22281
22319,Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,33,65,215,114,Online,High,22281
22439,Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,39,65,254,139,Online,High,22281
22467,Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,37,65,241,125,Online,High,22281
22620,Sports Direct,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48,65,312,156,Online,High,22281
22446,Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,41,65,267,93,Online,High,22281
22381,Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,32,65,208,104,Online,High,22281
22410,Amazon,Northeast,Vermont,Burlington,Women's Athletic Footwear,46,65,299,141,Online,High,22281
22503,Amazon,Northeast,Vermont,Burlington,Men's Apparel,57,65,371,182,Online,High,22281
22591,Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,48,64,307,166,Online,High,22281
22615,Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50,64,320,128,Outlet,High,22281
22335,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,28,64,179,73,Outlet,High,22281
22335,West Gear,West,Oregon,Portland,Women's Athletic Footwear,29,64,186,76,Outlet,High,22281
22374,Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,30,64,192,84,Outlet,High,22281
22374,Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,20,64,128,46,Outlet,High,22281
22526,Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,33,64,211,68,Outlet,High,22281
22529,Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,41,64,262,118,Outlet,High,22281
22304,Foot Locker,Northeast,New Hampshire,Manchester,Men's Apparel,50,64,320,90,Outlet,High,22281
22448,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,45,63,284,179,Online,High,22281
22460,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,64,63,403,242,Online,High,22281
22462,Foot Locker,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,63,271,122,Online,High,22281
22476,Foot Locker,Midwest,Illinois,Chicago,Women's Athletic Footwear,37,63,233,117,Online,High,22281
22459,Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,34,63,214,96,Online,High,22281
22488,Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,36,63,227,113,Online,High,22281
22588,Amazon,Northeast,Maine,Portland,Women's Apparel,39,63,246,125,Online,High,22281
22420,Amazon,West,Alaska,Anchorage,Women's Athletic Footwear,51,63,321,122,Online,High,22281
22394,West Gear,West,Oregon,Portland,Women's Athletic Footwear,41,63,258,129,Online,High,22281
22541,West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,41,63,258,132,Online,High,22281
22303,Foot Locker,West,Idaho,Boise,Men's Apparel,42,63,265,119,Online,High,22281
22334,Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,38,63,239,115,Online,High,22281
22293,Sports Direct,West,New Mexico,Albuquerque,Men's Apparel,41,63,258,116,Online,High,22281
22324,Sports Direct,Southeast,Georgia,Atlanta,Women's Athletic Footwear,36,63,227,118,Online,High,22281
22333,Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,29,63,183,97,Online,High,22281
22482,Amazon,Southeast,Kentucky,Louisville,Women's Athletic Footwear,37,63,233,126,Online,High,22281
22390,Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,20,63,126,67,Online,High,22281
22542,West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,14,63,88,45,Online,High,22281
22347,Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,28,63,176,92,Online,High,22281
22501,Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,37,63,233,96,Online,High,22281
22533,Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,44,63,277,152,Online,High,22281
22376,Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,46,63,290,151,Online,High,22281
22407,Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,37,63,233,107,Online,High,22281
22341,West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,18,63,113,61,Online,High,22281
22304,Foot Locker,Northeast,West Virginia,Charleston,Women's Street Footwear,24,63,151,70,Online,High,22281
22333,West Gear,Northeast,Maryland,Baltimore,Women's Apparel,34,63,214,92,Online,High,22281
22420,West Gear,Northeast,Maryland,Baltimore,Women's Apparel,52,63,328,134,Online,High,22281
22543,Sports Direct,Northeast,Maryland,Baltimore,Men's Athletic Footwear,44,63,277,125,Online,High,22281
22506,Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,63,258,129,Online,High,22281
22506,Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,50,63,315,142,Online,High,22281
22319,Kohl's,Northeast,Delaware,Wilmington,Women's Street Footwear,24,63,151,77,Online,High,22281
22467,Kohl's,Northeast,New Jersey,Newark,Women's Athletic Footwear,36,63,227,122,Online,High,22281
